Obiekt;Kod_obiektu;Nr_4_3;Nazwa_pola;ID_pola;Lp_pola_w_obiekcie;W_systemie_D365;Uwagi;Obecne na formularzu;Bierze udzial w pluginach;Bierze udzial w js;Obowiazkowosc;Lookup – tabela docelowa
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Komórka;neu_cell;1;;;tak;NeuQuoteDetailAddressingService;;required;
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Właściciel;ownerid;2;;;tak;;;Obowiązkowe;
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Produkt oferty cenowej;neu_quotedetailid;3;;;nie;NeuQuoteDetailAddressingService;;Zwykłe;neu_quotedetail
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Oferta cenowa;neu_quoteid;4;;;nie;;;Zwykłe;neu_quote
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Arkusz;neu_sheet;5;;;nie;;;Zwykłe;
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Wartość;neu_value;6;;;nie;GenerateAddressingForXlsAction, NeuQuoteDetailAddressingService, UpdateGenerateQuoteFlagAction;;Zwykłe;
Beneficjent;neu_receiver;4.3.2;Nazwa;neu_name;1;;;tak;NeuReceiverService;;required;
Beneficjent;neu_receiver;4.3.2;Nazwa z pliku Excel;neu_namefromexcel;2;;;tak;;;Opcjonalne;
Beneficjent;neu_receiver;4.3.2;Kod SAP Przetargu;neu_tendersapcode;3;;;tak;NeuReceiverService;;Zwykłe;
Beneficjent;neu_receiver;4.3.2;Płatnik;neu_payerid;4;;;tak;;;Zwykłe;neu_payer
Beneficjent;neu_receiver;4.3.2;Punkt Sprzedaży;neu_accountid;5;;;tak;NeuReceiverService;;Zwykłe;
Beneficjent;neu_receiver;4.3.2;Przetarg;neu_opportunityid;6;;;tak;CreateReceiverAction, CreateReceiverHandler, NeuReceiverService;neu_receiver.js;required;
Beneficjent;neu_receiver;4.3.2;Dokumenty;;7;;;nie;;;;
Beneficjent;neu_receiver;4.3.2;Placówki;;8;;;nie;;;;
Beneficjent;neu_receiver;4.3.2;Utworzony przez;createdby;9;;;tak;;;Zwykłe;
Beneficjent;neu_receiver;4.3.2;Zmodyfikowane przez;modifiedby;10;;;tak;;;Zwykłe;
Beneficjent;neu_receiver;4.3.2;Właściciel;ownerid;11;;;tak;;;Obowiązkowe;
Beneficjent;neu_receiver;4.3.2;Data utworzenia;createdon;12;;;tak;;;Zwykłe;
Beneficjent;neu_receiver;4.3.2;Data modyfikacji;modifiedon;13;;;tak;;;Zwykłe;
Cennik producenta;neu_producerpricelist;4.3.3;Nazwa;neu_name;1;;;tak;;;required;
Cennik producenta;neu_producerpricelist;4.3.3;Typ;neu_typ;2;;;tak;NeuProducerPriceListService, UpdateProducerPriceListAction, UpdateProducerPriceListHandler;;required;
Cennik producenta;neu_producerpricelist;4.3.3;Data obowiązywania OD;neu_validitydatefrom;3;;;tak;CreateProducerPriceListAction, NeuProducerPriceListService, UpdateProducerPriceListAction, UpdateProducerPriceListHandler;;required;
Cennik producenta;neu_producerpricelist;4.3.3;Data obowiązywania DO;neu_validitydateto;4;;;tak;CreateProducerPriceListAction, NeuProducerPriceListService, UpdateProducerPriceListAction, UpdateProducerPriceListHandler;;required;
Cennik producenta;neu_producerpricelist;4.3.3;Numer oferty;neu_quotenumber;5;;;tak;NeuProducerPriceListService;;Zwykłe;
Cennik producenta;neu_producerpricelist;4.3.3;Producent;neu_producerid;6;;;tak;CreateProducerPriceListAction, NeuProducerPriceListService, UpdateProducerPriceListAction, UpdateProducerPriceListHandler;;required;neu_producer
Cennik producenta;neu_producerpricelist;4.3.3;Właściciel;ownerid;7;;;tak;;;Obowiązkowe;
Cennik producenta;neu_producerpricelist;4.3.3;Pozycje cennika producenta;;8;;;nie;;;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Kod EAN;neu_eancode;1;;;tak;NeuProductPriceMZService;;required;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Cena urzędowa;neu_priceassize;2;;;tak;NeuProductPriceMZService;;Zwykłe;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Limit ceny z Programu Lekowego;neu_pricedrugprogramlimit;3;;;tak;NeuProductPriceMZService;;Zwykłe;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Maksymalna cena hurtowa;neu_pricewholesalemaximum;4;;;tak;NeuProductPriceMZService;;Zwykłe;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Data utworzenia;createdon;5;;;tak;;;Zwykłe;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Utworzony przez;createdby;6;;;tak;;;Zwykłe;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Data modyfikacji;modifiedon;7;;;tak;;;Zwykłe;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Zmodyfikowane przez;modifiedby;8;;;tak;;;Zwykłe;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Właściciel;ownerid;9;;;tak;;;Obowiązkowe;
Dokument;neu_document;4.3.5;Przyczyna stanu;statuscode;1;;;tak;;;Zwykłe;
Dokument;neu_document;4.3.5;Nazwa;neu_name;2;;;tak;;;required;
Dokument;neu_document;4.3.5;Typ dokumentu;neu_type;3;;;tak;;;Zwykłe;
Dokument;neu_document;4.3.5;Przetarg;neu_opportunityid;4;;;tak;;;Zwykłe;
Dokument;neu_document;4.3.5;Notatki;;5;;;nie;;;;
Dokument;neu_document;4.3.5;Data utworzenia;createdon;6;;;tak;;;Zwykłe;
Dokument;neu_document;4.3.5;Utworzony przez;createdby;7;;;tak;;;Zwykłe;
Dokument;neu_document;4.3.5;Data modyfikacji;modifiedon;8;;;tak;;;Zwykłe;
Dokument;neu_document;4.3.5;Zmodyfikowane przez;modifiedby;9;;;tak;;;Zwykłe;
Dokument;neu_document;4.3.5;Właściciel;ownerid;10;;;tak;;;Obowiązkowe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Nazwa leku;neu_name;1;;;nie;;;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Nazwa opakowania;neu_fullname;2;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Kod EAN;neu_ean;3;;;tak;CopySalesProducerToProductAction, CRM-3247, NeuDrugFormPharmindexService;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Bloz7;neu_bloz7;4;;;tak;CopySalesProducerToProductAction, CRM-3247;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Typ;neu_typedrug;5;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Id opakowania;neu_id;6;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Numer rejestracji;neu_regnr;7;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Dawka;neu_dosage;8;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Postać;neu_form;9;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Postać znormalizowana;neu_formstandardized;10;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Opakowanie;neu_package;11;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Drogi podania;neu_routes;12;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Substancja czynna CSIOZ;neu_activesubstancecsioz;13;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Refundowany;neu_isreimbursed;14;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Psychotropowy;neu_isnarcpsych;15;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Substancje pomocnicze;neu_excipients;16;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Import docelowy;neu_importd;17;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Import równoległy;neu_import;18;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Drug Pharmindex;neu_drug;19;;;tak;CreateTradeTermsPostAction, ExecuteCalculationAction, NeuDrugFormPharmindexService, PluginHelper;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Status;neu_status;20;;;tak;NeuDrugFormPharmindexService, UpdateGenerateQuoteFlagAction;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Data modyfikacji;neu_modified;21;;;tak;;;Zwykłe;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Właściciel;ownerid;22;;;tak;;;Obowiązkowe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Nazwa;neu_name;1;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Nazwa firmy farmaceutycznej;neu_prodname;2;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Drug Id;neu_id;3;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Data modyfikcji;neu_modified;4;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Status;neu_status;5;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Skład;neu_composition;6;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Dopuuszczony-Pharmindex brak;neu_csioz;7;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Substancja czynna CSIOZ;neu_activesubstancecsioz;8;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Uwagi;neu_notes;9;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;IDProd;neu_idprod;10;;;tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;4.3.7;Producent;neu_producerid;11;;;tak;CopySalesProducerToProductAction, CreateTradeTermsPostAction, CRM-3247;;Zwykłe;neu_producer
DrugPharmindex;neu_drugpharmindex;4.3.7;Właściciel;ownerid;12;;;tak;;;Obowiązkowe;
DrugPharmindex;neu_drugpharmindex;4.3.7;DrugForms Pharmindex;;13;;;nie;;;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Substancje czynne;;14;;;nie;;;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Nazwa;neu_name;1;;;tak;NeuTemplateCriterionService;neu_templatecriterion.js;Zwykłe;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Kryterium;neu_criteriaid;2;;;tak;CreateTemplateCriterionAction, CreateTemplateCriterionHandler, NeuTemplateCriterionService, UpdateTemplateCriterionAction, UpdateTemplateCriterionHandler;neu_templatecriterion.js;required;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Wartość;neu_templatecriterion_value;3;;;tak;NeuTemplateCriterionService;;required;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Typ;neu_type;4;;;tak;CreateTemplateCriterionHandler, NeuTemplateCriterionService, SetTemplate, UpdateTemplate, UpdateTemplateCriterionAction, UpdateTemplateCriterionHandler;neu_templatecriterion.js;required;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Nazwa systemowa;neu_systemname;5;;;tak;NeuTemplateCriterionService;neu_templatecriterion.js;Zwykłe;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Właściciel;ownerid;6;;;tak;;;Obowiązkowe;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Data utworzenia;createdon;7;;;tak;;;Zwykłe;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Data modyfikacji;modifiedon;8;;;tak;;;Zwykłe;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Nazwa;neu_name;1;;;tak;;;Zwykłe;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Postać z;neu_formfrom;2;;;tak;;;required;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Postać do;neu_formto;3;;;tak;;;required;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Postać z (wartość);neu_formfromvalue;4;;;tak;;;Zwykłe;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Postać do (wartośc);neu_formtovalue;5;;;tak;;;Zwykłe;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Data utworzenia;createdon;6;;;tak;;;Zwykłe;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Utworzony przez;createdby;7;;;tak;;;Zwykłe;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Data modyfikacji;modifiedon;8;;;tak;;;Zwykłe;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Zmodyfikowane przez;modifiedby;9;;;tak;;;Zwykłe;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Właściciel;ownerid;10;;;tak;;;Obowiązkowe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Nazwa;neu_name;1;;;tak;NeuConfTenderFormChangeMatrixService;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Matryca zmian postaci;neu_formchancematrix;2;;;tak;NeuConfTenderFormChangeMatrixService;;required;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Przetarg;neu_opportunityid;3;;;tak;NeuConfTenderFormChangeMatrixService;;required;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Data utworzenia;createdon;4;;;tak;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Utworzony przez;createdby;5;;;tak;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Data modyfikacji;modifiedon;6;;;tak;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Zmodyfikowane przez;modifiedby;7;;;tak;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Właściciel;ownerid;8;;;tak;;;Obowiązkowe;
Oferta cenowa;neu_quote;4.3.11;Właściciel;ownerid;1;;;tak;;;Obowiązkowe;
Oferta cenowa;neu_quote;4.3.11;Nazwa;neu_name;2;;;tak;SetStatusAcceptHandler;;required;
Oferta cenowa;neu_quote;4.3.11;Numer postępowania;neu_procedurenumer;3;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Numer umowy;neu_contractnumber;4;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Przetarg;neu_tenderid;5;;;tak;GenerateAddressingForXlsHandler, GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler, NeuQuoteService, SetStatusAcceptHandler, SetStatusAction, SetStatusHandler, WonOfferCalcHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Struktura przetargu;neu_tenderstructureid;6;;;tak;GenerateAddressingForXlsHandler, NeuQuoteService;neu_quote.js;Zwykłe;neu_tenderstructure
Oferta cenowa;neu_quote;4.3.11;Organizator Przetargu - Płatnik;neu_tenderpayerid;7;;;tak;GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Organizator Przetargu – Grupa zakupowa;neu_tenderpurchasegroupid;8;;;tak;GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Status;neu_statecodeforquote;9;;;tak;DeleteQuoteValidatorHandler, NeuQuoteService, SetStatusAction, SetStatusHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Status akceptacji oferty;neu_statesccept;10;;;tak;SetStatusAcceptHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Ważne OD;neu_validfrom;11;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler, NeuQuoteService, SetStatusHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Ważne DO;neu_validto;12;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler, NeuQuoteService, SetStatusHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;SAP Klienta;neu_clientsapcode;13;;;tak;GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;SAP Grupy zakupowej;neu_purchasegroupsapcode;14;;;tak;GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Termin płatności;neu_paymentcondition;15;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;PZP;neu_ispzpforquote;16;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Kontrola wartości;neu_valuecontrol;17;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Sposób zamawiania;neu_orderingmethod;18;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Czas realizacji zamówienia (dni);neu_deliveryhours;19;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Ratunek życia (h);neu_lifesaving;20;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Cito (h);neu_cito;21;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Kary umowne;neu_contractualpenalties;22;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Flaga do aktywacji oferty;neu_activatequoteflag;23;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Generacja adresacji do Excela;neu_isgenerateaddressingforxls;24;;;tak;GenerateAddressingForXlsHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Oferta zatwierdzona do złożenia;WebResource_quoteActivationButton;25;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Zaakceptuj ofertę/Odrzuć ofertę;WebResource_ConfirmRejectAcceptButton;26;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Prześlij do werfyfikacji;WebResource_SendToAcceptButton;27;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Narzut %;neu_overheadpercent;28;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Narzut;neu_overhead;29;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Marża brutto (%);neu_totalmarginbruttopercent;30;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Marża brutto;neu_totalmarginbrutto;31;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Wartość Przetargu netto;neu_totalamountnetto;32;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Wartość Przetargu brutto;neu_totalamountbrutto;33;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Narzut % SAP;neu_overheadpercentsap;34;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Narzut;neu_overheadsap;35;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Marża %;neu_totalmarginbruttopercentsap;36;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Marża brutto do SAP;neu_totalmarginbruttosap;37;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Sprzedaż budżetowa netto;neu_totalbudgetsalenettosap;38;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Sprzedaż budżetowa SAP;neu_totalbudgetsalesap;39;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Ilość sztuk do SAP;neu_totalquantitysap;40;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Wygeneruj ofertę do XLS;WebResource_neu_quoteGenerateXls;41;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Aktywuj ofertę w SAP;WebResource_neu_quoteGenerateCsv;42;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Błąd przy ostatnim eksporcie;neu_exporterrormessage;43;;;tak;;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Działania;;44;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Notatki;;45;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Pakiety Oferty cenowej;;46;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Produkty Oferty cenowej;;47;;;nie;;;;
Oferta cenowa;neu_quote;4.3.11;Pracownik realizujący;neu_userexecutingid;48;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Pracownik wspomagający;neu_usersupportingid;49;;;tak;GenerateCsvFromQuoteAction, GenerateCsvFromQuoteHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Pracownik akceptujący;neu_useracceptingid;50;;;tak;SetStatusAcceptHandler;neu_quote.js;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Data utworzenia;createdon;51;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Data modyfikacji;modifiedon;52;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Utworzony przez;createdby;53;;;tak;;;Zwykłe;
Oferta cenowa;neu_quote;4.3.11;Zmodyfikowane przez;modifiedby;54;;;tak;;;Zwykłe;
Opportunity Przyczyna przegrania;neu_opportunity_neu_failurecause;4.3.12;Nazwa;neu_name;1;;;tak;;;Zwykłe;
Opportunity Przyczyna przegrania;neu_opportunity_neu_failurecause;4.3.12;Przyczyna przegrania;neu_failurecause;2;;;tak;;;Zwykłe;
Opportunity Przyczyna przegrania;neu_opportunity_neu_failurecause;4.3.12;Opis przyczyny;neu_description;3;;;tak;;;Zwykłe;
Opportunity Przyczyna przegrania;neu_opportunity_neu_failurecause;4.3.12;Właściciel;ownerid;4;;;tak;;;Obowiązkowe;
Pakiet;neu_tenderbundle;4.3.13;Przyczyna stanu;statuscode;1;;;tak;;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Marża brutto (%);neu_totalmarginbruttopercent;2;;;tak;NeuTenderBundleService;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Nazwa;neu_name;3;;;tak;AppointmentGenerating, DatesValidationHandler, NeuTenderBundleService, PluginHelper, SetIsCopyPrefferedProducerAction;;required;
Pakiet;neu_tenderbundle;4.3.13;Numer Pakietu;neu_number;4;;;tak;CreateTenderBundlePostHandler, NeuTenderBundleService;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Pakiet nadrzędny;neu_parentbundleid;5;;;tak;;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Struktura Przetargu;neu_tenderstructureid;6;;;tak;CreateTenderBundle, DeleteTenderBundleHandler, NeuTenderBundleService, SetStatusHandler;;required;neu_tenderstructure
Pakiet;neu_tenderbundle;4.3.13;Przetarg;neu_tenderid;7;;;tak;AppointmentGenerating, CreateTenderBundle, CreateTenderBundlePost, CreateTenderBundlePostHandler, DatesValidationHandler, DeleteTenderBundleHandler, NeuCalcFlagChangeHandler, NeuOverheadFlagChangeHandler, NeuTenderBundleService, NeuValidationBeforeCalcOrOverheadPropagationHandler, SetStatePrefferedProducerHandler, SetStatus, SetStatusHandler, StatusPreFlagHandler;neu_tenderbundle.js;required;
Pakiet;neu_tenderbundle;4.3.13;Rodzaj umowy;neu_contracttype;8;;;tak;CreateTenderProduct, NeuTenderBundleService;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Dokument;neu_documentid;9;;;tak;;;Zwykłe;neu_document
Pakiet;neu_tenderbundle;4.3.13;Flaga Przywróć Mapowanie;neu_isrestoremapper;10;;;tak;;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Umowy w pakiecie;;11;;;nie;;;;
Pakiet;neu_tenderbundle;4.3.13;Output sheet;neu_outputsheet;12;;;tak;;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Numer Pakietu;neu_tenderbundlenumber;13;;;tak;CreateTenderBundlePostHandler;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Status;neu_state;14;;;tak;NeuTenderBundleService, SetStatus, SetStatusAction, SetStatusHandler, StatusPreFlagHandler;neu_tenderbundle.js;required;
Pakiet;neu_tenderbundle;4.3.13;Powód odrzucenia;neu_rejectioncause;15;;;tak;;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Opis powodu odrzucenia;neu_rejectioncausedescription;16;;;tak;;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Data zmiany statusu;neu_statechangeddate;17;;;tak;AppointmentGenerating, NeuTenderBundleService;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Poprzedni status;neu_statuspre;18;;;tak;NeuTenderBundleService, SetStatusHandler, StatusPreFlagHandler;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Stan;statecode;19;;;tak;;;Obowiązkowe;
Pakiet;neu_tenderbundle;4.3.13;Liczba pozycji w pakiecie;neu_itemsamountinbundle;20;;;tak;;neu_tenderbundle.js;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Flaga Producent;neu_iscalculateproducer;21;;;tak;;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Cofnij ostatnią zmianę statusu;WebResource_SetPreviousStatus;22;;;nie;;;;
Pakiet;neu_tenderbundle;4.3.13;Uwzględnij preferowanych producentów;WebResource_ButtonRemapPrefferProducer;23;;;nie;;;;
Pakiet;neu_tenderbundle;4.3.13;Przywróć wyniki mapowania;WebResource_ButtonTenderBundleRestoreMapperResults;24;;;nie;;;;
Pakiet;neu_tenderbundle;4.3.13;Status pref. producentów;neu_stateprefferproducer;25;;;tak;SetStatePrefferedProducerAction, SetStatePrefferedProducerHandler;neu_tenderbundle.js;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Producenci Preferowani dla Pakietu;;26;;;nie;;;;
Pakiet;neu_tenderbundle;4.3.13;Data obowiązywania Pakietu OD;neu_validitydatefrom;27;;;tak;DatesValidationAction, DatesValidationHandler, NeuTenderBundleService, TenderBundleToQuoteBundleHandler;neu_tenderbundle.js;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Data obowiązywania Pakietu DO;neu_validitydateto;28;;;tak;DatesValidationAction, DatesValidationHandler, NeuTenderBundleService, TenderBundleToQuoteBundleHandler;neu_tenderbundle.js;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Data ogłoszenia Przetargu;neu_annoucementdate;29;;;tak;;;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Data otwarcia Przetargu;neu_openingdate;30;;;tak;;neu_tenderbundle.js;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Data złożenia Przetargu;neu_releasedate;31;;;tak;;neu_tenderbundle.js;Zwykłe;
Pakiet;neu_tenderbundle;4.3.13;Czas obowiązywania Pakietu;neu_validitydays;32;;;tak;;;Zwykłe;
