Obiekt;Kod_obiektu;Nr_4_3;Nazwa_pola;ID_pola;Lp_pola_w_obiekcie;W_systemie_D365;Uwagi;Obecne na formularzu;Bierze udzial w pluginach;Bierze udzial w js;Obowiazkowosc;Lookup – tabela docelowa
Słownik Postaci;neu_conf_formdictionary;z paczki;modifiedonbehalfby;modifiedonbehalfby;9;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Słownik Postaci;neu_conf_formdictionary;z paczki;neu_conf_formdictionaryid;neu_conf_formdictionaryid;10;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Słownik Postaci;neu_conf_formdictionary;z paczki;overriddencreatedon;overriddencreatedon;11;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Słownik Postaci;neu_conf_formdictionary;z paczki;owneridname;owneridname;12;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Słownik Postaci;neu_conf_formdictionary;z paczki;owneridtype;owneridtype;13;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Słownik Postaci;neu_conf_formdictionary;z paczki;owneridyominame;owneridyominame;14;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Słownik Postaci;neu_conf_formdictionary;z paczki;owningbusinessunit;owningbusinessunit;15;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Słownik Postaci;neu_conf_formdictionary;z paczki;owningteam;owningteam;16;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Słownik Postaci;neu_conf_formdictionary;z paczki;owninguser;owninguser;17;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Słownik Postaci;neu_conf_formdictionary;z paczki;statecode;statecode;18;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
Słownik Postaci;neu_conf_formdictionary;z paczki;statuscode;statuscode;19;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Słownik Postaci;neu_conf_formdictionary;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;20;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Słownik Postaci;neu_conf_formdictionary;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;21;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;createdby;createdby;8;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;createdon;createdon;9;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;createdonbehalfby;createdonbehalfby;10;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;importsequencenumber;importsequencenumber;11;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;modifiedby;modifiedby;12;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;modifiedon;modifiedon;13;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;modifiedonbehalfby;modifiedonbehalfby;14;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;neu_conf_opportunitytypeid;neu_conf_opportunitytypeid;15;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;organizationid;organizationid;16;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;overriddencreatedon;overriddencreatedon;17;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;statecode;statecode;18;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;statuscode;statuscode;19;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;20;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Typ zmiany oferty;neu_conf_opportunitytype;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;21;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;createdonbehalfby;createdonbehalfby;9;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;importsequencenumber;importsequencenumber;10;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;modifiedonbehalfby;modifiedonbehalfby;11;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;neu_conf_tenderformchangematrixid;neu_conf_tenderformchangematrixid;12;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;overriddencreatedon;overriddencreatedon;13;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;owneridname;owneridname;14;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;owneridtype;owneridtype;15;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;owneridyominame;owneridyominame;16;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;owningbusinessunit;owningbusinessunit;17;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;owningteam;owningteam;18;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;owninguser;owninguser;19;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;statecode;statecode;20;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;statuscode;statuscode;21;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;22;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;23;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa;neu_contract;z paczki;neu_opportunityid;neu_opportunityid;1;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;AssociateContractToOpportunityAction, AssociateLoanContractAccountsAction, AssociateTradeContractAccountsAction, GetLoanContractDataFromOpportunityAction, GetTradeContractDataFromOpportunityAction, OneDraftContractPerOpportunity, UpdateContractsOnOpportunityCloseAction, UpdateNeuContractOnOfferAssetChangeAction;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;createdonbehalfby;createdonbehalfby;79;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;exchangerate;exchangerate;80;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;importsequencenumber;importsequencenumber;81;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;modifiedonbehalfby;modifiedonbehalfby;82;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_allowspriceindexation;neu_allowspriceindexation;83;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_annexreceivedate;neu_annexreceivedate;84;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_annexsenddate;neu_annexsenddate;85;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_bothsidessignaturedate;neu_bothsidessignaturedate;86;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_contractbrutto;neu_contractbrutto;87;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_contractmontlyrealizationpercentagedec;neu_contractmontlyrealizationpercentagedec;88;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_contractnetto;neu_contractnetto;89;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_contractopid;neu_contractopid;90;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;CompareContractsAndLogChangesToHistoryEntityAction;;Obowiązkowe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_dateofsubstantiveacceptence;neu_dateofsubstantiveacceptence;91;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_deliveryform;neu_deliveryform;92;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_finepaymentdate;neu_finepaymentdate;93;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_formofconcludingacontract;neu_formofconcludingacontract;94;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_fortherescue;neu_fortherescue;95;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_freelease;neu_freelease;96;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_isneucagroupvatannex;neu_isneucagroupvatannex;97;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_legaldecision;neu_legaldecision;98;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_legaldecisiondate;neu_legaldecisiondate;99;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_newcito;neu_newcito;100;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_ordercompletiontime;neu_ordercompletiontime;101;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_paidlease;neu_paidlease;102;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_payerorganiser;neu_payerorganiser;103;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_paymentsettlementtime;neu_paymentsettlementtime;104;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_paymetrefferother;neu_paymetrefferother;105;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_priceindexationfrequency;neu_priceindexationfrequency;106;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_priceindexationgraceperiod;neu_priceindexationgraceperiod;107;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_priceindexationpercent;neu_priceindexationpercent;108;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_sendtoclient;neu_sendtoclient;109;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_sendtoclientdate;neu_sendtoclientdate;110;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_stayamoditworkflowindraft;neu_stayamoditworkflowindraft;111;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;neu_substantiveacceptence;neu_substantiveacceptence;112;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;overriddencreatedon;overriddencreatedon;113;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;ownerid;ownerid;114;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
Umowy Lecznictwo;neu_contractop;z paczki;owneridname;owneridname;115;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Umowy Lecznictwo;neu_contractop;z paczki;owneridtype;owneridtype;116;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Umowy Lecznictwo;neu_contractop;z paczki;owneridyominame;owneridyominame;117;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Umowy Lecznictwo;neu_contractop;z paczki;owningbusinessunit;owningbusinessunit;118;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;owningteam;owningteam;119;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;owninguser;owninguser;120;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;statuscode;statuscode;121;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;122;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;transactioncurrencyid;transactioncurrencyid;123;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowy Lecznictwo;neu_contractop;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;124;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;createdby;createdby;7;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;createdon;createdon;8;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;createdonbehalfby;createdonbehalfby;9;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;importsequencenumber;importsequencenumber;10;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;modifiedby;modifiedby;11;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;modifiedon;modifiedon;12;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;modifiedonbehalfby;modifiedonbehalfby;13;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;neu_contracttenderbundleid;neu_contracttenderbundleid;14;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;overriddencreatedon;overriddencreatedon;15;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;owneridname;owneridname;16;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;owneridtype;owneridtype;17;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;owneridyominame;owneridyominame;18;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;owningbusinessunit;owningbusinessunit;19;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;owningteam;owningteam;20;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;owninguser;owninguser;21;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;statecode;statecode;22;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;statuscode;statuscode;23;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;24;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Umowa w pakiecie;neu_contracttenderbundle;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;25;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;createdonbehalfby;createdonbehalfby;11;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;exchangerate;exchangerate;12;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;importsequencenumber;importsequencenumber;13;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;modifiedonbehalfby;modifiedonbehalfby;14;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;neu_bruttovalue;neu_bruttovalue;15;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Dokument;neu_document;z paczki;neu_contractpenaltiesdescription;neu_contractpenaltiesdescription;16;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Dokument;neu_document;z paczki;neu_documentid;neu_documentid;17;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Dokument;neu_document;z paczki;neu_ischangeprice;neu_ischangeprice;18;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Dokument;neu_document;z paczki;neu_ischangepriceaneks;neu_ischangepriceaneks;19;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Dokument;neu_document;z paczki;neu_nettovalue;neu_nettovalue;20;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Dokument;neu_document;z paczki;neu_number;neu_number;21;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Dokument;neu_document;z paczki;neu_receiverid;neu_receiverid;22;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;neu_receiver
Dokument;neu_document;z paczki;overriddencreatedon;overriddencreatedon;23;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;owneridname;owneridname;24;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Dokument;neu_document;z paczki;owneridtype;owneridtype;25;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Dokument;neu_document;z paczki;owneridyominame;owneridyominame;26;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Dokument;neu_document;z paczki;owningbusinessunit;owningbusinessunit;27;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;owningteam;owningteam;28;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;owninguser;owninguser;29;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;statecode;statecode;30;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
Dokument;neu_document;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;31;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;transactioncurrencyid;transactioncurrencyid;32;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Dokument;neu_document;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;33;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;createdby;createdby;23;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;createdon;createdon;24;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;createdonbehalfby;createdonbehalfby;25;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;importsequencenumber;importsequencenumber;26;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;modifiedby;modifiedby;27;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;modifiedon;modifiedon;28;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;modifiedonbehalfby;modifiedonbehalfby;29;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;neu_drugformpharmindexid;neu_drugformpharmindexid;30;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;neu_drugid;neu_drugid;31;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;neu_equivalentgroupid;neu_equivalentgroupid;32;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;neu_shortname;neu_shortname;33;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;required;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;overriddencreatedon;overriddencreatedon;34;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;owneridname;owneridname;35;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;owneridtype;owneridtype;36;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;owneridyominame;owneridyominame;37;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;owningbusinessunit;owningbusinessunit;38;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;owningteam;owningteam;39;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;owninguser;owninguser;40;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;statecode;statecode;41;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;statuscode;statuscode;42;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;43;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugForm Pharmindex;neu_drugformpharmindex;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;44;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;z paczki;createdby;createdby;15;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;z paczki;createdon;createdon;16;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;z paczki;createdonbehalfby;createdonbehalfby;17;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;z paczki;importsequencenumber;importsequencenumber;18;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;z paczki;modifiedby;modifiedby;19;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;z paczki;modifiedon;modifiedon;20;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
DrugPharmindex;neu_drugpharmindex;z paczki;modifiedonbehalfby;modifiedonbehalfby;21;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
