"EntityLogicalName";"FieldLogicalName";"PluginAction";"SciezkaPliku"
"account";"neu_activitystatus";"ClearClientCentralaction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ClearClientCentralaction.cs"
"account";"neu_client";"CreateAccountTargetOnClientChange";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\CreateAccountTargetOnClientChange.cs"
"account";"neu_client";"CreateAccountTargetOnClientChange";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\CreateAccountTargetOnClientChange.cs"
"account";"neu_client";"CreateAccountTargetOnClientChange";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\CreateAccountTargetOnClientChange.cs"
"account";"neu_lifecycle";"CreateNonCampaignTaskAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\CreateNonCampaignTaskAction.cs"
"account";"attributes";"DeactivateOldClientIfLastAccountTakenAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\DeactivateOldClientIfLastAccountTakenAction.cs"
"account";"neu_client";"DeactivateOldClientIfLastAccountTakenAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\DeactivateOldClientIfLastAccountTakenAction.cs"
"account";"neu_licencestatus";"DeleteAccountTargetOnClosedLicenceStatus";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\DeleteAccountTargetOnClosedLicenceStatus.cs"
"account";"neu_client";"ManageClientOpportunitiesAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ManageClientOpportunitiesAction.cs"
"account";"neu_client";"ManageClientOpportunitiesAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ManageClientOpportunitiesAction.cs"
"account";"neu_client";"ManageClientOpportunitiesAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ManageClientOpportunitiesAction.cs"
"account";"neu_client";"ManageClientOpportunitiesAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ManageClientOpportunitiesAction.cs"
"account";"neu_activitystatus";"SeClientStatusAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\SeClientStatusAction.cs"
"account";"neu_client";"SeClientStatusAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\SeClientStatusAction.cs"
"account";"neu_client";"SetAccountRepresentantAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\SetAccountRepresentantAction.cs"
"account";"neu_client";"SetAccountRepresentantAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\SetAccountRepresentantAction.cs"
"account";"neu_client";"SetAccountRepresentantAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\SetAccountRepresentantAction.cs"
"account";"neu_client";"SetUsingAppOnClientAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\SetUsingAppOnClientAction.cs"
"account";"neu_client";"SetUsingAppOnClientAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\SetUsingAppOnClientAction.cs"
"account";"neu_client";"UpdateClientAccountCounts";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAccountCounts.cs"
"account";"neu_client";"UpdateClientAccountCounts";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAccountCounts.cs"
"account";"address1_Line1";"UpdateClientAddress";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAddress.cs"
"account";"address1_Line2";"UpdateClientAddress";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAddress.cs"
"account";"address1_Line3";"UpdateClientAddress";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAddress.cs"
"account";"address1_City";"UpdateClientAddress";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAddress.cs"
"account";"address1_PostalCode";"UpdateClientAddress";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAddress.cs"
"account";"address1_County";"UpdateClientAddress";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAddress.cs"
"account";"neu_conf_countryid";"UpdateClientAddress";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateClientAddress.cs"
"account";"neu_ismainsalesrepresentationsetmanually";"UpdateOfNeuIsMainSalesRepresentationSetManuallyAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdateOfNeuIsMainSalesRepresentationSetManuallyAction.cs"
"account";"neu_payerid";"UpdatePayerAccountsCountAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdatePayerAccountsCountAction.cs"
"account";"neu_payerid";"UpdatePayerAccountsCountAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\UpdatePayerAccountsCountAction.cs"
"account";"neu_pharmacymarket";"ValidateMarketAndArea";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ValidateMarketAndArea.cs"
"account";"neu_area";"ValidateMarketAndArea";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ValidateMarketAndArea.cs"
"account";"neu_pharmacymarket";"ValidateMarketAndArea";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ValidateMarketAndArea.cs"
"account";"neu_pharmacymarket";"ValidateMarketAndArea";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ValidateMarketAndArea.cs"
"account";"neu_area";"ValidateMarketAndArea";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ValidateMarketAndArea.cs"
"account";"neu_area";"ValidateMarketAndArea";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Accounts.Plugins\Actions\ValidateMarketAndArea.cs"
"neu_affiliateprogramsandvariants";"neu_accountid";"SetNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.AffiliateProgramsAndVariant.Plugins\Actions\SetNameAction.cs"
"neu_affiliateprogramsandvariants";"neu_conf_programvariantid";"SetNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.AffiliateProgramsAndVariant.Plugins\Actions\SetNameAction.cs"
"neu_affiliateprogramsandvariants";"statusCode";"SetVariantExitDateAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.AffiliateProgramsAndVariant.Plugins\Actions\SetVariantExitDateAction.cs"
"neu_affiliateprogramsandvariants";"stateCode";"SetVariantExitDateAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.AffiliateProgramsAndVariant.Plugins\Actions\SetVariantExitDateAction.cs"
"neu_affiliateprogramsandvariants";"neu_variantentrydate";"SetVariantExitDateAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.AffiliateProgramsAndVariant.Plugins\Actions\SetVariantExitDateAction.cs"
"neu_affiliateprogramsandvariants";"neu_variantexitdate";"SetVariantExitDateAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.AffiliateProgramsAndVariant.Plugins\Actions\SetVariantExitDateAction.cs"
"neu_affiliateprogramsandvariants";"neu_comment";"SetVariantExitDateAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.AffiliateProgramsAndVariant.Plugins\Actions\SetVariantExitDateAction.cs"
"appointment";"actualEnd";"CalculateActualDurationAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Appointments.Plugins\Actions\CalculateActualDurationAction.cs"
"appointment";"actualStart";"CalculateActualDurationAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Appointments.Plugins\Actions\CalculateActualDurationAction.cs"
"appointment";"stateCode";"CalculateActualDurationAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Appointments.Plugins\Actions\CalculateActualDurationAction.cs"
"appointment";"neu_longitude";"CalculateDistanceAndSetFlagAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Appointments.Plugins\Actions\CalculateDistanceAndSetFlagAction.cs"
"appointment";"neu_latitude";"CalculateDistanceAndSetFlagAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Appointments.Plugins\Actions\CalculateDistanceAndSetFlagAction.cs"
"appointment";"regardingObjectId";"CalculateDistanceAndSetFlagAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Appointments.Plugins\Actions\CalculateDistanceAndSetFlagAction.cs"
"appointment";"scheduledStart";"IsAppointmentPlannedAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Appointments.Plugins\Actions\IsAppointmentPlannedAction.cs"
"connection";"neu_contactconnectionareas";"AssociateAreasToOperationManageContactConnectionAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Connections.Plugins\Actions\AssociateAreasToOperationManageContactConnectionAction.cs"
"connection";"neu_contactconnectionareas";"AssociateAreasToOperationManageContactConnectionAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Connections.Plugins\Actions\AssociateAreasToOperationManageContactConnectionAction.cs"
"connection";"neu_contactconnectionareas";"AssociateAreasToOperationManageContactConnectionAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Connections.Plugins\Actions\AssociateAreasToOperationManageContactConnectionAction.cs"
"connection";"effectiveEnd";"SetEndDateOnDeactivationAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Connections.Plugins\Actions\SetEndDateOnDeactivationAction.cs"
"connection";"record1Id";"SetWholesaleOpportunityOwnerAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Connections.Plugins\Actions\SetWholesaleOpportunityOwnerAction.cs"
"connection";"record1Id";"SetWholesaleOpportunityOwnerAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Connections.Plugins\Actions\SetWholesaleOpportunityOwnerAction.cs"
"contact";"telephone1";"SetUserDefaultPhoneAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Contacts.Plugins\Actions\SetUserDefaultPhoneAction.cs"
"contact";"neu_selectedmaintelephone";"SetUserDefaultPhoneAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Contacts.Plugins\Actions\SetUserDefaultPhoneAction.cs"
"contact";"mobilePhone";"SetUserDefaultPhoneAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Contacts.Plugins\Actions\SetUserDefaultPhoneAction.cs"
"contact";"business2";"SetUserDefaultPhoneAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Contacts.Plugins\Actions\SetUserDefaultPhoneAction.cs"
"contact";"home2";"SetUserDefaultPhoneAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Contacts.Plugins\Actions\SetUserDefaultPhoneAction.cs"
"contact";"telephone2";"SetUserDefaultPhoneAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Contacts.Plugins\Actions\SetUserDefaultPhoneAction.cs"
"incident";"ownerId";"SetIdleTimeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Incidents.Plugins\Actions\SetIdleTimeAction.cs"
"incident";"subjectId";"UpdateIncidentHistoryAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Incidents.Plugins\Actions\UpdateIncidentHistoryAction.cs"
"incident";"statusCode";"UpdateIncidentHistoryAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Incidents.Plugins\Actions\UpdateIncidentHistoryAction.cs"
"lead";"statusCode";"CloseConversationOkpmOnLeadDisqualifyAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Leads.Plugins\Actions\CloseConversationOkpmOnLeadDisqualifyAction.cs"
"lead";"companyName";"SetFullNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Leads.Plugins\Actions\SetFullNameAction.cs"
"lead";"neu_medicalactivityenddate";"SetInactiveAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Leads.Plugins\Actions\SetInactiveAction.cs"
"lead";"address1_StateOrProvince";"SetOwnerAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Leads.Plugins\Actions\SetOwnerAction.cs"
"lead";"address1_PostalCode";"SetVoivodeshipAndCountyAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.Leads.Plugins\Actions\SetVoivodeshipAndCountyAction.cs"
"neu_account_neu_dedicatedpricelist";"neu_account_dedicatedpricelist";"SetNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAccountNeuDedicatedpricelist.Plugins\Actions\SetNameAction.cs"
"neu_account_neu_dedicatedpricelist";"neu_account_withdedicatedpricelist";"SetNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAccountNeuDedicatedpricelist.Plugins\Actions\SetNameAction.cs"
"neu_account_neu_dedicatedpricelist";"neu_client";"SetNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAccountNeuDedicatedpricelist.Plugins\Actions\SetNameAction.cs"
"neu_application";"neu_franchiseid";"FranchiseNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\FranchiseNameAction.cs"
"neu_application";"neu_isjoinfranchise";"FranchiseNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\FranchiseNameAction.cs"
"neu_application";"neu_isneworexistingchain";"FranchiseNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\FranchiseNameAction.cs"
"neu_application";"statusCode";"OfferAssetsNamesAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\OfferAssetsNamesAction.cs"
"neu_application";"neu_issplitprocessingfinished";"OfferAssetsNamesAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\OfferAssetsNamesAction.cs"
"neu_application";"neu_isapprovallevelprocessingfinished";"OfferAssetsNamesAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\OfferAssetsNamesAction.cs"
"neu_application";"neu_queuesnames";"SetQueueAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetQueueAction.cs"
"neu_application";"neu_conf_salesofficeid";"SetRepresentativeContactsAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetRepresentativeContactsAction.cs"
"neu_application";"neu_clientid";"SetRepresentativeContactsAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetRepresentativeContactsAction.cs"
"neu_application";"neu_accountid";"SetRepresentativeContactsAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetRepresentativeContactsAction.cs"
"neu_application";"neu_payerid";"SetRepresentativeContactsAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetRepresentativeContactsAction.cs"
"neu_application";"neu_isofferprocesingfinished";"SetRepresentativeContactsAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetRepresentativeContactsAction.cs"
"neu_application";"neu_opportunityid";"SetRepresentativeContactsAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetRepresentativeContactsAction.cs"
"neu_application";"neu_isapprovallevelprocessingfinished";"SetRepresentativeContactsAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetRepresentativeContactsAction.cs"
"neu_application";"neu_accountpostalcode";"SetSalesOfficeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetSalesOfficeAction.cs"
"neu_application";"neu_clientpostalcode";"SetSalesOfficeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetSalesOfficeAction.cs"
"neu_application";"neu_clientid";"SetSalesOfficeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetSalesOfficeAction.cs"
"neu_application";"neu_author";"SetSalesOfficeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetSalesOfficeAction.cs"
"neu_application";"neu_conf_salesrepresentationid";"SetSalesOfficeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetSalesOfficeAction.cs"
"neu_application";"neu_opportunityid";"SetSalesOfficeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetSalesOfficeAction.cs"
"neu_application";"statusCode";"SetTechnicalFlagsAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\SetTechnicalFlagsAction.cs"
"neu_application";"statusCode";"ValidateUserPermissionsOnActivationAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuApplication.Plugins\Actions\ValidateUserPermissionsOnActivationAction.cs"
"neu_asset";"neu_accountid";"SetAccountSapCodeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAsset.Plugins\Actions\SetAccountSapCodeAction.cs"
"neu_asset";"neu_clientid";"SetClientSapCodeAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAsset.Plugins\Actions\SetClientSapCodeAction.cs"
"neu_attachment";"id";"ResendAttachmentToECMAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAttachment.Plugins\Actions\ResendAttachmentToECMAction.cs"
"neu_attachment";"neu_longitude";"SetGeoLocationPropertiesOnSubTaskAttachmentAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAttachment.Plugins\Actions\SetGeoLocationPropertiesOnSubTaskAttachmentAction.cs"
"neu_attachment";"neu_latitude";"SetGeoLocationPropertiesOnSubTaskAttachmentAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAttachment.Plugins\Actions\SetGeoLocationPropertiesOnSubTaskAttachmentAction.cs"
"neu_attachment";"neu_entityid";"SetGeoLocationPropertiesOnSubTaskAttachmentAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAttachment.Plugins\Actions\SetGeoLocationPropertiesOnSubTaskAttachmentAction.cs"
"neu_attachment";"neu_entityname";"SetGeoLocationPropertiesOnSubTaskAttachmentAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuAttachment.Plugins\Actions\SetGeoLocationPropertiesOnSubTaskAttachmentAction.cs"
"neu_campaign";"statusCode";"CancelCampaignAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaign.Plugins\Actions\CancelCampaignAction.cs"
"neu_campaign";"neu_mincompletionpercent";"ChangedNeuMinRealizationAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaign.Plugins\Actions\ChangedNeuMinRealizationAction.cs"
"neu_campaign";"neu_campaingidentifier";"CreateIdentifierForCampaignAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaign.Plugins\Actions\CreateIdentifierForCampaignAction.cs"
"neu_campaign";"statusCode";"DeactivateNeuCampaignOlTasksAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaign.Plugins\Actions\DeactivateNeuCampaignOlTasksAction.cs"
"neu_campaign";"statusCode";"NotifyUserOnCompleteCampaignAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaign.Plugins\Actions\NotifyUserOnCompleteCampaignAction.cs"
"neu_campaign";"neu_finishtaskdeadline";"SetFinishTaskDeadlineAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaign.Plugins\Actions\SetFinishTaskDeadlineAction.cs"
"neu_campaign";"neu_campaignenddate";"SetFinishTaskDeadlineAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaign.Plugins\Actions\SetFinishTaskDeadlineAction.cs"
"neu_campaigntaskhistory";"neu_name";"SetNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaignTaskHistory.Plugins\Actions\SetNameAction.cs"
"neu_campaigntaskhistory";"neu_campaigntaskaction";"SetNameAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaignTaskHistory.Plugins\Actions\SetNameAction.cs"
"neu_campaignworkprogress";"neu_calculatecampaignworkprogress";"ClearCalculateCampaignWorkProgressFieldAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuCampaignWorkProgress.Plugins\Actions\ClearCalculateCampaignWorkProgressFieldAction.cs"
"neu_changeareaoperation";"neu_clientid";"ClientInitializationAction";"C:\Users\piotr.kowalczyk\source\repos\Neuca.Crm.Magellan\app\plugins\Neuca.Crm.Magellan.NeuChangeAreaOperation\Actions\ClientInitializationAction.cs"
