Obiekt;Kod_obiektu;Nr_4_3;Nazwa_pola;ID_pola;Lp_pola_w_obiekcie;W_systemie_D365;Uwagi
Produkt Dopasowany;neu_mappedproduct;4.3.23;Jednostkowa różnica między ceną specjalną a zakupu;neu_unitdifferencepricespecialvspurchase;98;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Cena jednostki miary proponowana;neu_priceperunitnew;99;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Koszt własny ZACH;neu_costzach;100;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Marża brutto;neu_marginbrutto;101;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;% Finansowanie zapasów;neu_stockfinancingpercent;102;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;% Korzyści do ZACH;neu_percentbenefitforzach;103;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Finansowanie zapasów;neu_stockfinancing;104;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Korekty marży + kontrakt fakturowy;neu_marginadjustmentswithinvoicecontract;105;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;% Marża brutto;neu_marginbruttopercent;106;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Finansowanie zapasów (dni);neu_stockfinancingdays;107;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Korzyści kontaktowe pozafakturowe;neu_noncontractualinvoicebenefits;108;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Zysk maksymalny;neu_profitonsalemaximum;109;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Marża urzędowo-umowna;neu_margincontractual;110;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;% Korzyści terminu od dostawcy;neu_termbenefitspercent;111;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Koszt terminu podstawowego;neu_costofbasicterm;112;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Korzyści terminu;neu_termbenefits;113;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Zysk na sprzedaży;neu_profitonsale;114;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;% Marża urzędowo-umowna;neu_margincontractualpercent;115;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Korzyści terminu od dostawcy (dni);neu_termbenefitsdays;116;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Koszt terminu opóźnień;neu_costofdelays;117;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Przychody odsetkowe;neu_interestincome;118;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Cena handlowa ZACH;neu_pricetrade;119;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Cena specjalna związana z podwyżką;neu_pricespecialafterrise;120;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Cena zakupu MW / IR;neu_pricepurchasemwir;121;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Cena sprzedaży MW / IR;neu_pricesellingmwir;122;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Jednostkowe korzyści pozafakturowe;neu_unitnoncontractualbenefits;123;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Info RSS;neu_inforss;124;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Flaga generowania pozycji ZPZK;neu_isgeneratepositionzpzk;125;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Flaga indeksu zero;neu_zeroindexflag;126;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Info urzędowa;neu_infopriceassize;127;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Flaga do kalkulacji;neu_calcflag;128;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Info lImit lprogramu lekowego;neu_infodrugprogram;129;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Flaga do wyrównywania cen;neu_samepriceflag;130;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Data utworzenia;createdon;131;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Data modyfikacji;modifiedon;132;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Utworzone przez;createdby;133;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Zmodyfikowany przez;modifiedby;134;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Właściciel;ownerid;135;;
Produkt Dopasowany;neu_mappedproduct;4.3.23;Wynik dopasowania;neu_score;136;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Nazwa;neu_name;1;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Produkt nadrzędny;neu_quotedetailmainid;2;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Typ dopasowania;neu_type;3;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Umowa;neu_contractopid;4;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Przetarg;neu_tenderid;5;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Pakiet;neu_tenderbundleid;6;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Produkt Przetargu;neu_tenderproductid;7;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Produkt SAP;neu_productid;8;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;SAP Produktu;neu_sapcodetxt;9;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Kod EAN;neu_eancode;10;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Nazwa handlowa;neu_nametrade;11;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Producent sprzedażowy;neu_salesproducerid;12;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Nazwa producenta;neu_producername;13;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Oferta cenowa;neu_quoteid;14;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Pakiet oferty cenowej;neu_quotebundleid;15;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Data obowiązywania Pakietu OD;neu_validitydatefrom;16;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Data obowiązywania Pakietu DO;neu_validitydateto;17;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Sposób rozliczania;neu_settlementmethod;18;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Powód odrzucenia;neu_rejectioncausedescription;19;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Pole techniczne Lp SAP;neu_lpsap;20;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Liczba porządkowa produktu przetargu;neu_ordinalnumberfromtenderproduct;21;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Dawka;neu_dosage;22;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Opakowanie;neu_packaging;23;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Postać;neu_form;24;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Numer dopuszczenia;neu_tradingadmissionnumber;25;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Sposób przeliczania wielkości opakowań;neu_packagingcalculatemethod;26;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Sposób przeliczania ceny jednostkowej;neu_priceperunitcalcmethod;27;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Znak sprawy u Producenta;neu_casesignfromproducer;28;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Jednostka ceny;neu_priceunit;29;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Jednostka miary;neu_unit;30;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Wycena za sztukę;neu_ispricingperitem;31;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Numer oferty Producenta;neu_code;32;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Czy wysłany do SAP;neu_issenttosap;33;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Wymagana akceptacja;neu_isaccept;34;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Output Sheet;neu_outputsheet;35;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Output RowNum;neu_outputrownum;36;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Adresacje produktów oferty cenowej;;37;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Placówki oferty cenowej;;38;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;% Narzut;neu_overheadpercent;39;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Cena zakupu ZACZ;neu_pricepurchase;40;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;% Marża brutto;neu_marginbruttopercent;41;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Korekta narzutu;neu_overheadadjustment;42;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Cena specjalna zakupu ZPZK;neu_pricespecialpurchase;43;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Limit twardy;neu_istradetermssalelimit;44;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;VAT (%);neu_vatrate;45;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Cena zakupu po rabatach;neu_pricepurchaseafterdiscounts;46;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Sprzedaż budżetowa oferta;neu_budgetsale;47;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Cena jednostki miary;neu_priceperunit;48;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Ilość jednostek miary;neu_unitamount;49;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Cena sprzedaży ZCPG;neu_priceselling;50;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Cena sprzedaży brutto ZCPO;neu_pricesellingbrutto;51;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Ilość sztuk do SAP;neu_unitamountsap;52;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Data utworzenia;createdon;53;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Data modyfikacji;modifiedon;54;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Utworzone przez;createdby;55;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Zmodyfikowany przez;modifiedby;56;;
Produkt oferty cenowej;neu_quotedetail;4.3.24;Właściciel;ownerid;57;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Przyczyna stanu;statuscode;1;;
Produkt Przetargu;neu_tenderproduct;4.3.25;% Marża brutto;neu_marginbruttopercent;2;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Nazwa;neu_name;3;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Przetarg;neu_tenderid;4;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Pakiet;neu_tenderbundleid;5;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Struktura Przetargu;neu_tenderstructureid;6;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Status;neu_state;7;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Powód odrzucenia;neu_rejectioncausedescription;8;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena historyczna;neu_pricepreviouszpzk;9;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Wyłączony z rabatowania;neu_isexcludedfromdiscount;10;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Output Sheet;neu_outputsheet;11;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Rodzaj umowy;neu_contracttype;12;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Poprzedni status;neu_statepre;13;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Notatka;neu_note;14;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Nazwa handlowa;neu_nametrade;15;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Kod EAN;neu_eancode;16;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Kod SAP;neu_sapcode;17;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Kod BLOZ7;neu_bloz7code;18;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Kod BLOZ12;neu_bloz12code;19;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Typ;neu_typedrug;20;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Pakiet;neu_tenderbundleid;21;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Numer pozycji w Pakiecie;neu_numberinbundlefromxls;22;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Produkt w innym pakiecie;neu_ismultipliedinbundles;23;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Producent sprzedażowy;neu_salesproducerid;24;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Produkt SAP;neu_productid;25;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Warunki z ostatnich 12 miesięcy;neu_istradetermslastyear;26;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ostatnia data otrzymania warunków;neu_lastzpzkdate;27;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ostatnia cena ZPZK z otrzymanych warunków;neu_lastpricezpzk;28;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Typ kalkulacji z otrzymanych warunków;neu_caltulationtype;29;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Nazwa międzynarodowa;neu_nameinternational;30;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Postać;neu_form;31;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Dawka;neu_dosage;32;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Jednostka miary proponowana;neu_unit;33;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Problem z przeliczeniem ilości jednostek miary;neu_unitamountproblem;34;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ilość jednostek miary do kalkulacji;neu_unitamount;35;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ilość jednostek miary do kalkulacji - zmiana;neu_unitamountchange;36;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ilość jednostek miary do SAP;neu_unitamountsap;37;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Opakowanie;neu_packaging;38;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ilość sztuk w opakowaniu;neu_packagingqty;39;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ilość sztuk w opakowaniu - zmiana;neu_packagingqtychange;40;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Opakowanie zbiorcze;neu_packagingset;41;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Droga podania;neu_routeofadministration;42;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Substancja czynna;neu_activesubstance;43;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Nazwa rozczytana;neu_namefromexcel;44;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Postać rozczytana;neu_formfromexcel;45;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Dawka rozczytana;neu_dosagefromexcel;46;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Jednostka rozczytana;neu_unitfromexcel;47;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ilość jednostek miary z zapytania (specyfikacji);neu_unitamountfromexcel;48;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Opakowanie rozczytane;neu_packagefromexcel;49;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ilość sztuk rozczytana;neu_quantityfromexcel;50;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Output RowNum;neu_outputrownum;51;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Output Sheet;neu_outputsheet;52;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Opakowanie do przeliczeń;neu_packageforcalc;53;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Sprawdzono;neu_ischecked;54;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Prawidłowo zmapowany;neu_iscorrectmappeditem;55;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Prawidłowo skalkulowany;neu_iscorrectcalculateditem;56;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Liczba dopasowanych produktów;neu_numberofmappedproducts;57;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Zremapuj produkt;WebResource_ButtonTenderProductRunMapper;58;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Produkty Dopasowane;;59;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Dodaj do ZPZK;WebResource_neu_tenderproductaddPositionZPZK;60;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Rekalkuluj;WebResource_CalcButton;61;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Czas ostatniej rekalkulacji;neu_lastcalctime;62;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Narzut% PRE;neu_overheadpercentpre;63;;
Produkt Przetargu;neu_tenderproduct;4.3.25;% Narzut;neu_overheadpercent;64;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena zakupu ZACZ;neu_pricepurchase;65;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena jednostkowa ZACZ;neu_pricepurchaseunit;66;;
Produkt Przetargu;neu_tenderproduct;4.3.25;% Marża brutto;neu_marginbruttopercent;67;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena sprzedaży;neu_priceselling;68;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Wartość netto  SAP;neu_budgetsalesap;69;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Korekta narzutu;neu_overheadadjustment;70;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena specjalna zakupu ZPZK;neu_pricespecialpurchase;71;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena jednostkowa ZPZK;neu_pricespecialpurchaseunit;72;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Limit twardy;neu_istradetermssalelimit;73;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Wartość netto oferta;neu_budgetsale;74;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Limit sprzedaży;neu_tradetermssalelimit;75;;
Produkt Przetargu;neu_tenderproduct;4.3.25;VAT (%);neu_vatrate;76;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena zakupu po rabatach;neu_pricepurchaseafterdiscounts;77;;
Produkt Przetargu;neu_tenderproduct;4.3.25;RSS netto;neu_pricerss;78;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena urzędowa;neu_priceassize;79;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena handlowa po podwyżce;neu_pricetradeafterrise;80;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena hurtowa ZCCG;neu_pricewholesalezccg;81;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Wartość brutto SAP;neu_budgetsalebruttosap;82;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Ilość jednostek miary do kalkulacji;neu_unitamount;83;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena jednostki miary;neu_priceperunit;84;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Wycena za sztukę;neu_ispricingperitem;85;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Data podwyżki producenta;neu_pricetraderisedate;86;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena do kalkulacji wartości narzutu;neu_pricetooverheadcalc;87;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Marża brutto do SAP;neu_marginbruttosap;88;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena do kalkulacji wartości narzutu do SAP;neu_pricetooverheadcalcsap;89;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Specjalistyczna umowa NFZ;neu_isspecializedcontractnfz;90;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Produkt w Programie Lekowym;neu_isdrugprogram;91;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Produkt problematyczny;neu_isproblem;92;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Status dopuszczenia do obrotu;neu_istradingadmissionstate;93;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Data dopuszczenia;neu_tradingadmissiondate;94;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Numer dopuszczenia;neu_tradingadmissionnumber;95;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Nazwa handlowa;neu_istradename;96;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Sposób przeliczania ceny jednostkowej;neu_priceperunitcalcmethod;97;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Reguła zmiany wielkości opakowania;neu_packagingchangemethod;98;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Wartość X;neu_packagingchangemethodvalue_x;99;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Sposób przeliczania wielkości opakowań;neu_packagingcalculatemethod;100;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Zgoda na Zamienniki;neu_issubstitutesconsent;101;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Wymagana akceptacja;neu_isaccept;102;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Powód problematyczności produktu;neu_problemdescription;103;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Zgoda na zmianę postaci;neu_isformchangeconsent;104;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Numer Oferty Producenta;neu_code;105;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Aktywny w Pharmindex;neu_isactiveinpharmindex;106;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Dopuszczony-Pharmindex brak;neu_csioz;107;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Zmiana danych na Produkcie;neu_isdatachange;108;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Nieaktywny Produkt SAP;neu_isinactiveproductsap;109;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Status zaopatrzenia;neu_supplystatus;110;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Sposób rozliczania;neu_settlementmethod;111;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Powód akceptacji;neu_acceptdescription;112;;
Produkt Przetargu;neu_tenderproduct;4.3.25;MW / IR;neu_isproducermwir;113;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Limit ceny Programu Lekowego;neu_pricedrugprogramlimit;114;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena sprzedaży brutto;neu_pricesellingbrutto;115;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Szacowana cena zakupu po podwyżce;neu_pricepurchaseafterriseestimated;116;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Maksymalna cena hurtowa;neu_pricewholesalemaximum;117;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Jednostkowa różnica między ceną specjalną a zakupu;neu_unitdifferencepricespecialvspurchase;118;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Koszt własny ZACH;neu_costzach;119;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Marża brutto;neu_marginbrutto;120;;
Produkt Przetargu;neu_tenderproduct;4.3.25;% Finansowanie zapasów;neu_stockfinancingpercent;121;;
Produkt Przetargu;neu_tenderproduct;4.3.25;% Korzyści do ZACH;neu_percentbenefitforzach;122;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Finansowanie zapasów;neu_stockfinancing;123;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Korekty marży + kontrakt fakturowy;neu_marginadjustmentswithinvoicecontract;124;;
Produkt Przetargu;neu_tenderproduct;4.3.25;% Marża brutto;neu_marginbruttopercent;125;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Finansowanie zapasów (dni);neu_stockfinancingdays;126;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Korzyści kontaktowe pozafakturowe;neu_noncontractualinvoicebenefits;127;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Zysk maksymalny;neu_profitonsalemaximum;128;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Marża urzędowo-umowna;neu_margincontractual;129;;
Produkt Przetargu;neu_tenderproduct;4.3.25;% Korzyści terminu od dostawcy;neu_termbenefitspercent;130;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Koszt terminu podstawowego;neu_costofbasicterm;131;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Korzyści terminu;neu_termbenefits;132;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Zysk na sprzedaży;neu_profitonsale;133;;
Produkt Przetargu;neu_tenderproduct;4.3.25;% Marża urzędowo-umowna;neu_margincontractualpercent;134;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Korzyści terminu od dostawcy (dni);neu_termbenefitsdays;135;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Koszt terminu opóźnień;neu_costofdelays;136;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Przychody odsetkowe;neu_interestincome;137;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena handlowa ZACH;neu_pricetrade;138;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena specjalna związana z podwyżką;neu_pricespecialafterrise;139;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena zakupu MW / IR;neu_pricepurchasemwir;140;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Cena sprzedaży MW / IR;neu_pricesellingmwir;141;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Jednostkowe korzyści pozafakturowe;neu_unitnoncontractualbenefits;142;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Remapowanie w trakcie;neu_isremap;143;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Flaga generowania pozycji ZPZK;neu_isgeneratepositionzpzk;144;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Info limit programu lekowego;neu_infodrugprogram;145;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Info urzędowa;neu_infopriceassize;146;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Flaga do ustawiania cen.;neu_samepriceflag;147;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Flaga do kalkulacji;neu_calcflag;148;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Flaga do indeksu zero;neu_zeroindexflag;149;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Info RSS;neu_inforss;150;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Utworzone przez;createdby;151;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Zmodyfikowany przez;modifiedby;152;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Sprawdzono przez;neu_checkedbyid;153;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Data sprawdzenia;neu_checkeddate;154;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Data utworzenia;createdon;155;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Data modyfikacji;modifiedon;156;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Właściciel;ownerid;157;;
Produkt Przetargu;neu_tenderproduct;4.3.25;Liczba porządkowa;neu_ordinalnumber;158;;
Produkt SAP;product;4.3.26;Stan;statecode;1;;
Produkt SAP;product;4.3.26;Nazwa;neu_name;2;;
Produkt SAP;product;4.3.26;Identyfikator produktu;productnumber;3;;
Produkt SAP;product;4.3.26;Nazwa międzynarodowa;neu_nameinternational;4;;
Produkt SAP;product;4.3.26;Nazwa handlowa;neu_nametrade;5;;
Produkt SAP;product;4.3.26;Nadrzędny;parentproductid;6;;
Produkt SAP;product;4.3.26;Ważny od;validfromdate;7;;
Produkt SAP;product;4.3.26;Ważny do;validtodate;8;;
Produkt SAP;product;4.3.26;Opis;description;9;;
Produkt SAP;product;4.3.26;Kod zewnętrzny;neu_externalproductnumber;10;;
Produkt SAP;product;4.3.26;Kod EAN;neu_eancode;11;;
Produkt SAP;product;4.3.26;Kod BAZYL;neu_bazylcode;12;;
Produkt SAP;product;4.3.26;Kod BLOZ7;neu_bloz7code;13;;
Produkt SAP;product;4.3.26;Kod BLOZ12;neu_bloz12code;14;;
Produkt SAP;product;4.3.26;Identyfikator sprzedażowy SAP;neu_salesproducersapid;15;;
Produkt SAP;product;4.3.26;Dostępny w sprzedaży;neu_isonsales;16;;
Produkt SAP;product;4.3.26;Producent sprzedażowy;neu_salesproducerid;17;;
