Obiekt;Kod_obiektu;Nr_4_3;Nazwa_pola;ID_pola;Lp_pola_w_obiekcie;W_systemie_D365;Uwagi
Produkt SAP;product;4.3.26;Identyfikator SAP Producenta sprzedażowego;neu_saleproducersapid;18;;
Produkt SAP;product;4.3.26;Nazwa Producenta sprzedażowego;neu_salesproducername;19;;
Produkt SAP;product;4.3.26;Identyfikator SAP Producenta farmaceutycznego;neu_pharmaceuticalproducersapid;20;;
Produkt SAP;product;4.3.26;Identyfikator SAP Producenta zaopatrzeniowego;neu_supplyproducersapid;21;;
Produkt SAP;product;4.3.26;Nazwa Producenta zaopatrzeniowego;neu_supplyproducername;22;;
Produkt SAP;product;4.3.26;Indeks zero;neu_isindexzero;23;;
Produkt SAP;product;4.3.26;Zestaw;iskit;24;;
Produkt SAP;product;4.3.26;Grupa jednostek;defaultuomscheduleid;25;;
Produkt SAP;product;4.3.26;Jednostka domyślna;defaultuomid;26;;
Produkt SAP;product;4.3.26;Cennik domyślny;pricelevelid;27;;
Produkt SAP;product;4.3.26;Obsługiwane cyfry dziesiętne;quantitydecimal;28;;
Produkt SAP;product;4.3.26;Temat;subjectid;29;;
Produkt SAP;product;4.3.26;Typ produktu;producttypecode;30;;
Produkt SAP;product;4.3.26;Grupa_farmaceutyczna;neu_grouppharmaceutical;31;;
Produkt SAP;product;4.3.26;Grupa farmaceutyczna;neu_pharmaceuticalgroup;32;;
Produkt SAP;product;4.3.26;Grupa marżowa;neu_margingroup;33;;
Produkt SAP;product;4.3.26;VAT (%);neu_vatrate;34;;
Produkt SAP;product;4.3.26;Opakowanie zbiorcze;neu_packagingset;35;;
Produkt SAP;product;4.3.26;Cena zakupu ZACZ;neu_pricepurchase;36;;
Produkt SAP;product;4.3.26;Cena hurtowa ZCCG;neu_pricewholesalezccg;37;;
Produkt SAP;product;4.3.26;Cena handlowa ZACH;neu_pricetrade;38;;
Produkt SAP;product;4.3.26;Maksymalna cena hurtowa;neu_pricewholesalemaximum;39;;
Produkt SAP;product;4.3.26;MW / IR;neu_isproducermwir;40;;
Produkt SAP;product;4.3.26;Czy aktywna kartoteka;neu_activematerial;41;;
Produkt SAP;product;4.3.26;Aktywna kartoteka;neu_isactivematerial;42;;
Produkt SAP;product;4.3.26;Cena zakupu MW / IR;neu_pricepurchasemwir;43;;
Produkt SAP;product;4.3.26;Cena sprzedaży MW / IR;neu_pricesellingmwir;44;;
Produkt SAP;product;4.3.26;Sprzedaż ilość;neu_salequantity;45;;
Produkt SAP;product;4.3.26;Koszt własny ZACH;neu_costzach;46;;
Produkt SAP;product;4.3.26;Korekta marży;neu_marginadjustment;47;;
Produkt SAP;product;4.3.26;Cena ZACH MW / IR;neu_pricezachmwir;48;;
Produkt SAP;product;4.3.26;Cena po rabacie MW / IR;neu_priceafterdiscountmwir;49;;
Produkt SAP;product;4.3.26;Cena sprzedaży MW / IR;neu_pricesellingmwir;50;;
Produkt SAP;product;4.3.26;Wskaźnik marży (90%);neu_marginindicator;51;;
Produkt SAP;product;4.3.26;Cena handlowa przed podwyżką;neu_pricetradebeforerise;52;;
Produkt SAP;product;4.3.26;Cena handlowa po podwyżce;neu_pricetradeafterrise;53;;
Produkt SAP;product;4.3.26;Procent podwyżki;neu_pricetraderisepercent;54;;
Produkt SAP;product;4.3.26;Data podwyżki producenta;neu_pricetraderisedate;55;;
Produkt SAP;product;4.3.26;Maksimum z Data podwyżki u producenta;neu_pricetraderisedatemax;56;;
Produkt SAP;product;4.3.26;Maksimum z Cena handlowa przed podwyżką;neu_pricetradebeforerisemax;57;;
Produkt SAP;product;4.3.26;Maksimum z Cena handlowa po podwyżce;neu_pricetradeafterrisemax;58;;
Produkt SAP;product;4.3.26;Produkt równoważny;neu_equivalentproductid;59;;
Produkt SAP;product;4.3.26;Koszt własny ZACH;neu_costzach;60;;
Produkt SAP;product;4.3.26;Korzyść kontraktowa fakturowa;neu_contractualinvoicebenefit;61;;
Produkt SAP;product;4.3.26;Korzyść kontraktowa pozafakturowa;neu_noncontractualinvoicebenefit;62;;
Produkt SAP;product;4.3.26;Korzyści kontraktowe pozafakturowe SP;neu_noncontractualinvoicebenefitssp;63;;
Produkt SAP;product;4.3.26;Korzyści za zeszłe okresy;neu_pastperiodscontractualbenefits;64;;
Produkt SAP;product;4.3.26;Korzyści kontaktowe pozafakturowe;neu_noncontractualinvoicebenefits;65;;
Produkt SAP;product;4.3.26;% Korzyści do ZACH;neu_percentbenefitforzach;66;;
Produkt SAP;product;4.3.26;Korzyści terminu;neu_termbenefits;67;;
Produkt SAP;product;4.3.26;Korzyść terminu ZACH;neu_termbenefitzach;68;;
Produkt SAP;product;4.3.26;Finansowanie;neu_financing;69;;
Produkt SAP;product;4.3.26;Finansowanie % ZACH;neu_financingzachpercent;70;;
Produkt SAP;product;4.3.26;% Korzyści terminu do ZACH;neu_percenttermbenefitzach;71;;
Produkt SAP;product;4.3.26;% Finansowanie ZACH;neu_percentfinancingzach;72;;
Produkt SAP;product;4.3.26;Estymowana marża (%);neu_estimatedmarginpercent;73;;
Produkt SAP;product;4.3.26;Cena Działu Szpitalnego;neu_pricehospitaldepartment;74;;
Produkt SAP;product;4.3.26;COGS;neu_cogs;75;;
Produkt SAP;product;4.3.26;Czy na liście zysku max;neu_onlistprofitmax;76;;
Produkt SAP;product;4.3.26;Wartość ZACH;neu_valuezach;77;;
Produkt SAP;product;4.3.26;Koszty finansowania Zapasów (budżet);neu_financingcostbudget;78;;
Produkt SAP;product;4.3.26;Koszt finansowania (7%);neu_financingcostpercent;79;;
Produkt SAP;product;4.3.26;Wskaźnik do kalkulatora;neu_calculatorindicator;80;;
Produkt SAP;product;4.3.26;RSS netto;neu_pricerss;81;;
Produkt SAP;product;4.3.26;Nazwa alternatywna;neu_alternativename;82;;
Produkt SAP;product;4.3.26;Nazwa cząsteczki;neu_moleculename;83;;
Produkt SAP;product;4.3.26;Postać próbki;neu_sampleform;84;;
Produkt SAP;product;4.3.26;Wielkość opakowania;neu_packagesize;85;;
Produkt SAP;product;4.3.26;Ilość jednostek w opakowaniu;neu_unitamount;86;;
Produkt SAP;product;4.3.26;Specjalizacja medyczna;neu_medicalspecialization;87;;
Produkt SAP;product;4.3.26;Program lekowy;neu_isdrugprogram;88;;
Produkt SAP;product;4.3.26;Specjalistyczna umowa NFZ;neu_isspecializedcontractnfz;89;;
Produkt SAP;product;4.3.26;Status dopuszczenia do obrotu;neu_istraidingadmissionstatus;90;;
Produkt SAP;product;4.3.26;Dawka;neu_dosage;91;;
Produkt SAP;product;4.3.26;Droga podania;neu_routeofadministration;92;;
Produkt SAP;product;4.3.26;Opakowanie zbiorcze;neu_packagingset;93;;
Produkt SAP;product;4.3.26;Czy refundowany;neu_isreinbursed;94;;
Produkt SAP;product;4.3.26;Numer dopuszczenia;neu_attestation;95;;
Produkt SAP;product;4.3.26;Data dopuszczenia;neu_attestationdate;96;;
Produkt SAP;product;4.3.26;Produkt Problematyczny;neu_isroblem;97;;
Produkt SAP;product;4.3.26;Powód problematyczności;neu_problemdescription;98;;
Produkt SAP;product;4.3.26;Cena katalogowa;price;99;;
Produkt SAP;product;4.3.26;Produkty Przetargu;;100;;
Produkt SAP;product;4.3.26;Pozycje ZPZK;;101;;
Produkt SAP;product;4.3.26;Notatki;;102;;
Przyczyna przegrania;neu_conf_failurecause;4.3.27;Przyczyna przegrania;neu_name;1;;
Przyczyna przegrania;neu_conf_failurecause;4.3.27;Właściciel;ownerid;2;;
Slownik Kryteriow;neu_conf_criteriatemplate;4.3.28;Nazwa;neu_name;1;;
Slownik Kryteriow;neu_conf_criteriatemplate;4.3.28;Nazwa systemowa;neu_systemname;2;;
Slownik Kryteriow;neu_conf_criteriatemplate;4.3.28;Właściciel;ownerid;3;;
Slownik Postaci;neu_conf_formdictionary;4.3.29;Nazwa postaci;neu_name;1;;
Slownik Postaci;neu_conf_formdictionary;4.3.29;Właściciel;ownerid;2;;
Slownik Zamian;neu_conf_conversion;4.3.30;Synchronizuj synonimy;WebResource_ButtonConfConversionSync;1;;
Slownik Zamian;neu_conf_conversion;4.3.30;Dotyczy;neu_applies;2;;
Slownik Zamian;neu_conf_conversion;4.3.30;Zamiana z;neu_replacefrom;3;;
Slownik Zamian;neu_conf_conversion;4.3.30;Zamiana do;neu_replaceto;4;;
Slownik Zamian;neu_conf_conversion;4.3.30;Właściciel;ownerid;5;;
Slownik Zamian;neu_conf_conversion;4.3.30;Data utworzenia;createdon;6;;
Slownik Zamian;neu_conf_conversion;4.3.30;Data modyfikacji;modifiedon;7;;
Slownik grup adresow email;neu_emailgroupdictionary;4.3.31;Nazwa;neu_name;1;;
Slownik grup adresow email;neu_emailgroupdictionary;4.3.31;Adres e-mail;emailaddress;2;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Nazwa;neu_name;1;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Przetarg;neu_tenderid;2;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Szablon;neu_templateid;3;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Zapisz kryteria jako nowy szablon;WebResource_ButtonTenderStructureTemplate;4;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Kryteria Szablonu;;5;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Status;neu_statecode;6;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Opis błędu;neu_errortxt;7;;
Struktura Przetargu;neu_tenderstructure;4.3.32;PluginList;neu_pluginlist;8;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Importer ProcessCode;neu_importerprocesscode;9;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Mapper ProcessCode;neu_mapperprocesscode;10;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Rozpocznij import;WebResource_ButtonTenderStructureRunImport;11;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Rozpocznij mapowanie;WebResource_ButtonTenderStructureRunMapper;12;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Zatrzymaj import;WebResource_ButtonTenderStructureStopImport;13;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Zatrzymaj mapowanie;WebResource_ButtonTenderStructureStopMapper;14;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Cofnij import;WebResource_ButtonTenderStructureDeletePakiets;15;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Cofnij mapowanie/Cofnij import i mapowanie;WebResource_ButtonTenderStructureDeleteMappedProducts;16;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Przerwij kalkulacje;WebResource_ButtonTenderStructureStopCalculations;17;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Notatki;;18;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Liczba przetworzonych pozycji;neu_processeditemsamount;19;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Liczba zamapowanych pozycji;neu_mappeditemsamount;20;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Liczba prawidłowo zamapowanych;neu_correctmappeditemsamount;21;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Liczba sprawdzonych pozycji;neu_checkeditems;22;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Liczba pozycji;neu_itemsamount;23;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Przetworzone (%);neu_processeditempspercentage;24;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Zamapowane (%);neu_mappeditemspercentage;25;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Prawidłowo zamapowane (%);neu_correctmappeditemspercentage;26;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Sprawdzone (%);neu_checkeditemspercentge;27;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Pakiety;;28;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Produkty Przetargu;;29;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Utworzony przez;createdby;30;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Zmodyfikowane przez;modifiedby;31;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Właściciel;ownerid;32;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Data utworzenia;createdon;33;;
Struktura Przetargu;neu_tenderstructure;4.3.32;Data modyfikacji;modifiedon;34;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;Nazwa substancji czynnej;neu_name;1;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;Grupy substancji czynnej;neu_groups;2;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;Status Pharmindex;neu_statusphramindex;3;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;Zmodyfikowano Pharmindex;neu_modified;4;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;ID Pharmindex;neu_substidpharmindex;5;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;Właściciel;ownerid;6;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;Data utworzenia;createdon;7;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;Data modyfikacji;modifiedon;8;;
Substancja czynna;neu_activesubstancepharmindex;4.3.33;DrugPharmindex;;9;;
Szablon;neu_template;4.3.34;Nazwa;neu_name;1;;
Szablon;neu_template;4.3.34;Data dodania;createdon;2;;
Szablon;neu_template;4.3.34;Data wygaśnięcia;neu_template_data;3;;
Szablon;neu_template;4.3.34;Właściciel;ownerid;4;;
Szablon;neu_template;4.3.34;Kryteria Szablonu;;5;;
Typ zmiany oferty;neu_conf_opportunitytype;4.3.35;Nazwa;neu_name;1;;
Typ zmiany oferty;neu_conf_opportunitytype;4.3.35;Typ;neu_type;2;;
Typ zmiany oferty;neu_conf_opportunitytype;4.3.35;Typ programu;neu_programfield;3;;
Typ zmiany oferty;neu_conf_opportunitytype;4.3.35;Proces;neu_workflowid;4;;
Typ zmiany oferty;neu_conf_opportunitytype;4.3.35;Domyśny etap procesu;neu_defaultstageid;5;;
Typ zmiany oferty;neu_conf_opportunitytype;4.3.35;Widoczny na aptece;neu_isvisibleonaccount;6;;
Typ zmiany oferty;neu_conf_opportunitytype;4.3.35;Widoczny na kliencie;neu_isvisibleonclient;7;;
Umowa OL;neu_contractop;4.3.36;Numer dokumentu;neu_name;1;;
Umowa OL;neu_contractop;4.3.36;Nr CRMowy umowy;neu_contractnumbercrm;2;;
Umowa OL;neu_contractop;4.3.36;Numer umowy;neu_contractnumber;3;;
Umowa OL;neu_contractop;4.3.36;Przetarg;neu_opportunityid;4;;
Umowa OL;neu_contractop;4.3.36;Aneks do umowy;neu_isannex;5;;
Umowa OL;neu_contractop;4.3.36;Nazwa aneksu;neu_annexname;6;;
Umowa OL;neu_contractop;4.3.36;Numer aneksu;neu_annexnumber;7;;
Umowa OL;neu_contractop;4.3.36;Biuro sprzedaży;neu_conf_salesofficeid;8;;
Umowa OL;neu_contractop;4.3.36;Rodzaj umowy;neu_contracttype;9;;
Umowa OL;neu_contractop;4.3.36;Stan umowy;neu_contractstate;10;;
Umowa OL;neu_contractop;4.3.36;Grupa zakupowa;neu_purchasegroupid;11;;
Umowa OL;neu_contractop;4.3.36;Kod grupy zakupowej;neu_purchasegroupcode;12;;
Umowa OL;neu_contractop;4.3.36;Zamiennik w cenie oryginału;neu_issubstituteoriginalprice;13;;
Umowa OL;neu_contractop;4.3.36;Nazwisko pełnomocnika 1;neu_representativename1;14;;
Umowa OL;neu_contractop;4.3.36;Nazwisko pełnomocnika 2;neu_representativename2;15;;
Umowa OL;neu_contractop;4.3.36;Osoba odpowiedzialna;neu_personresponsible;16;;
Umowa OL;neu_contractop;4.3.36;Punkty sprzedaży;;17;;
Umowa OL;neu_contractop;4.3.36;Płatnicy;;18;;
Umowa OL;neu_contractop;4.3.36;Klient;neu_clientid;19;;
Umowa OL;neu_contractop;4.3.36;Wersje umów OP;;20;;
Umowa OL;neu_contractop;4.3.36;Skany umowy;WebResource_uploaddropzone;21;;
Umowa OL;neu_contractop;4.3.36;Data otrzymania umowy;neu_contractreceiptdate;22;;
Umowa OL;neu_contractop;4.3.36;Data podpisania umowy;neu_contractsigndate;23;;
Umowa OL;neu_contractop;4.3.36;Data przedsprzedaży;neu_presaledate;24;;
Umowa OL;neu_contractop;4.3.36;Data obowiązywania od;neu_contractdatefrom;25;;
Umowa OL;neu_contractop;4.3.36;Data obowiązywania do;neu_contractdateto;26;;
Umowa OL;neu_contractop;4.3.36;Data aneksu od;neu_annexdatefrom;27;;
Umowa OL;neu_contractop;4.3.36;Data aneksu do;neu_annexdateto;28;;
Umowa OL;neu_contractop;4.3.36;Data wypowiedzenia umowy;neu_contractterminationdate;29;;
Umowa OL;neu_contractop;4.3.36;Data rzeczywistego zakończenia umowy;neu_actualenddate;30;;
Umowa OL;neu_contractop;4.3.36;Termin płatności;neu_paymentperiod;31;;
Umowa OL;neu_contractop;4.3.36;Numer oferty przetargowej;neu_tenderoffernumber;32;;
Umowa OL;neu_contractop;4.3.36;Kod SAP;neu_sapcode;33;;
Umowa OL;neu_contractop;4.3.36;Producent;neu_producerid;34;;
Umowa OL;neu_contractop;4.3.36;Wartość umowy netto (Przetarg);neu_amountnetto;35;;
Umowa OL;neu_contractop;4.3.36;Wartość umowy brutto (Przetarg);neu_amountbrutto;36;;
Umowa OL;neu_contractop;4.3.36;Płatność naliczana od;neu_paymentreffer;37;;
Umowa OL;neu_contractop;4.3.36;Wartość umowy netto;neu_contractnetvalue;38;;
Umowa OL;neu_contractop;4.3.36;Wartość umowy brutto;neu_contractgrossvalue;39;;
Umowa OL;neu_contractop;4.3.36;Wartość netto aneksu;neu_annexnetvalue;40;;
Umowa OL;neu_contractop;4.3.36;Wartość brutto aneksu;neu_annexgrossvalue;41;;
Umowa OL;neu_contractop;4.3.36;Realizacja umowy (kwota);neu_contractrealizationvalue;42;;
Umowa OL;neu_contractop;4.3.36;Realizacja umowy (procent);neu_contractrealizationpercentage;43;;
Umowa OL;neu_contractop;4.3.36;Miesięczny szacowany obrót współpracy;neu_contractestimatedturnover;44;;
Umowa OL;neu_contractop;4.3.36;Realizacja miesięczna kwota;neu_contractmontlyrealizationvalue;45;;
Umowa OL;neu_contractop;4.3.36;xxx_Realizacja miesięczna [%];neu_contractmontlyrealizationpercentage;46;;
Umowa OL;neu_contractop;4.3.36;Czas realizacji zamówienia (h);neu_deliveryhours;47;;
Umowa OL;neu_contractop;4.3.36;Cito (h);neu_cito;48;;
Umowa OL;neu_contractop;4.3.36;Dopuszcza zmianę cen urzędowych obniżających cenę;neu_ispriceassizeloweringchange;49;;
Umowa OL;neu_contractop;4.3.36;Dopuszcza zmianę cen urzędowych zwiększ. cenę;neu_ispriceassizeincreasingchange;50;;
Umowa OL;neu_contractop;4.3.36;Nazwa placówki z postępowania;neu_institutionreceivername;51;;
Umowa OL;neu_contractop;4.3.36;Miasto (Placówka);neu_institutionreceivercity;52;;
Umowa OL;neu_contractop;4.3.36;Ulica (Placówka);neu_institutionreceiverstreet;53;;
Umowa OL;neu_contractop;4.3.36;NIP;neu_nip;54;;
Umowa OL;neu_contractop;4.3.36;Za opóźnienie;neu_fordelay;55;;
Umowa OL;neu_contractop;4.3.36;Za brak rozpatrzenia reklamacji;neu_nocomplaintconsideration;56;;
Umowa OL;neu_contractop;4.3.36;Za brak realizacji zamówienia;neu_noorder;57;;
Umowa OL;neu_contractop;4.3.36;Za zerwanie umowy - Neuca;neu_cancelcontractbyneuca;58;;
Umowa OL;neu_contractop;4.3.36;Za zerwanie umowy - Klient;neu_cancelcontractbyclient;59;;
Umowa OL;neu_contractop;4.3.36;Inne;neu_other;60;;
Umowa OL;neu_contractop;4.3.36;Opis;neu_description;61;;
Umowa OL;neu_contractop;4.3.36;Umowy w pakiecie;;62;;
Umowa OL;neu_contractop;4.3.36;Notatki;;63;;
Umowa OL;neu_contractop;4.3.36;Warunki opóźnienia;neu_fordelaycondition;64;;
Umowa OL;neu_contractop;4.3.36;Warunki braku rozpatrzenia reklamacji;neu_nocomplaintconsiderationcondition;65;;
Umowa OL;neu_contractop;4.3.36;Warunki braku realizacji zamówienia;neu_noordercondition;66;;
Umowa OL;neu_contractop;4.3.36;Warunki zerwania umowy - Neuca;neu_cancelcontractbyneucacondition;67;;
Umowa OL;neu_contractop;4.3.36;Warunki zerwania umowy - Klient;neu_cancelcontractbyclientcondition;68;;
Umowa OL;neu_contractop;4.3.36;Warunki Inne;neu_othercondition;69;;
Umowa OL;neu_contractop;4.3.36;Działanie;neu_action;70;;
Umowa OL;neu_contractop;4.3.36;Aneksowana umowa;neu_annexedcontractopid;71;;
Umowa OL;neu_contractop;4.3.36;Czy aktualizacja stanu umowy?;neu_isstateupdate;72;;
Umowa OL;neu_contractop;4.3.36;Właściciel;owneid;73;;
Umowa OL;neu_contractop;4.3.36;Stan;statecode;74;;
Umowa OL;neu_contractop;4.3.36;Data utworzenia;createdon;75;;
Umowa OL;neu_contractop;4.3.36;Data modyfikacji;modifiedon;76;;
Umowa OL;neu_contractop;4.3.36;Utworzone przez;createdby;77;;
Umowa OL;neu_contractop;4.3.36;Zmodyfikowany przez;modifiedby;78;;
Umowa w pakiecie;neu_contracttenderbundle;4.3.37;Nazwa;neu_name;1;;
Umowa w pakiecie;neu_contracttenderbundle;4.3.37;Pakiet;neu_tenderbundleid;2;;
Umowa w pakiecie;neu_contracttenderbundle;4.3.37;Beneficjent;neu_receiverid;3;;
Umowa w pakiecie;neu_contracttenderbundle;4.3.37;Umowa;neu_contracttopid;4;;
Umowa w pakiecie;neu_contracttenderbundle;4.3.37;Przetarg;neu_tenderid;5;;
Umowa w pakiecie;neu_contracttenderbundle;4.3.37;Właściciel;ownerid;6;;
Wiadomosc e-mail;email;4.3.38;Priorytet;prioritycode;1;;
Wiadomosc e-mail;email;4.3.38;Planowana data zakończenia;scheduledend;2;;
Wiadomosc e-mail;email;4.3.38;Od;from;3;;
Wiadomosc e-mail;email;4.3.38;Temat;subject;4;;
Wiadomosc e-mail;email;4.3.38;Do;to;5;;
Wiadomosc e-mail;email;4.3.38;DW;cc;6;;
Wiadomosc e-mail;email;4.3.38;Data utworzenia;createdon;7;;
Wiadomosc e-mail;email;4.3.38;Data wysłania;senton;8;;
Wiadomosc e-mail;email;4.3.38;ReplyTo;neu_replyto;9;;
Wiadomosc e-mail;email;4.3.38;ReplyTo Name;neu_replytoname;10;;
Wiadomosc e-mail;email;4.3.38;UDW;bcc;11;;
Wiadomosc e-mail;email;4.3.38;Dotyczy;regardingobjectid;12;;
Wiadomosc e-mail;email;4.3.38;Właściciel;ownerid;13;;
Wiadomosc e-mail;email;4.3.38;Przyczyna stanu;statuscode;14;;
Wiadomosc e-mail;email;4.3.38;Stan działania;statecode;15;;
Wiadomosc e-mail;email;4.3.38;Załączniki;;16;;
Wiadomosc e-mail;email;4.3.38;Opis;description;17;;
Wiadomosc e-mail;email;4.3.38;Czas trwania;actualdurationminutes;18;;
Zmiana oferty;opportunity;4.3.39;Typ zmiany oferty;neu_conf_opportunitytypeid;1;;
Zmiana oferty;opportunity;4.3.39;Przyczyna stanu;statuscode;2;;
Zmiana oferty;opportunity;4.3.39;Marża brutto (%);neu_totalmarginbruttopercent;3;;
Zmiana oferty;opportunity;4.3.39;Właściciel;ownerid;4;;
Zmiana oferty;opportunity;4.3.39;Temat;name;5;;
Zmiana oferty;opportunity;4.3.39;Status;neu_state;6;;
Zmiana oferty;opportunity;4.3.39;Przyczyna nieprzystąpienia;neu_rejectioncause;7;;
Zmiana oferty;opportunity;4.3.39;Opis przyczyny nieprzystąpienia;neu_rejectioncausedescription;8;;
Zmiana oferty;opportunity;4.3.39;Płatnik (Organizator);neu_payerorganizerid;9;;
Zmiana oferty;opportunity;4.3.39;Grupa Zakupowa;neu_purchasegroupid;10;;
Zmiana oferty;opportunity;4.3.39;Płatnik z grupy zakupowej;neu_purchasegrouppayer;11;;
Zmiana oferty;opportunity;4.3.39;SAP Przetargu;neu_sapcode;12;;
Zmiana oferty;opportunity;4.3.39;Numer postępowania;neu_procedurenumber;13;;
Zmiana oferty;opportunity;4.3.39;Link do postępowania;neu_procedurenumberurl;14;;
Zmiana oferty;opportunity;4.3.39;Numer Przetargu wg BIP/N;neu_bipnnumber;15;;
Zmiana oferty;opportunity;4.3.39;Znak sprawy Organizatora Przetargu;neu_casesignfromorganizer;16;;
Zmiana oferty;opportunity;4.3.39;Znak sprawy u Producenta;neu_casesignfromproducer;17;;
Zmiana oferty;opportunity;4.3.39;Biuro sprzedaży;neu_salesoffice;18;;
Zmiana oferty;opportunity;4.3.39;Dział sprzedaży;neu_salesdepartment;19;;
Zmiana oferty;opportunity;4.3.39;Roczny koszt kapitału (%);neu_annualcostofcapital;20;;
Zmiana oferty;opportunity;4.3.39;Ilość Indeksów Zero;neu_indexzeroamount;21;;
Zmiana oferty;opportunity;4.3.39;Liczba ofert;neu_numberofquotes;22;;
Zmiana oferty;opportunity;4.3.39;Przetarg referencyjny;neu_tenderreferential;23;;
Zmiana oferty;opportunity;4.3.39;Flaga kopiowania preferowanych producentów;neu_iscopyprefferedproducer;24;;
Zmiana oferty;opportunity;4.3.39;Poprzedni status;neu_statepre;25;;
Zmiana oferty;opportunity;4.3.39;Cofnij ostatnią zmianę statusu;WebResource_SetPreviousStatus;26;;
Zmiana oferty;opportunity;4.3.39;Skopiuj preferowanych producentów z pakietów;WebResource_ButtonTenderCopyPrefProducersButton;27;;
Zmiana oferty;opportunity;4.3.39;Rodzaj umowy;neu_contracttype;28;;
Zmiana oferty;opportunity;4.3.39;Rodzaj postępowania;neu_proceduretype;29;;
Zmiana oferty;opportunity;4.3.39;PZP;neu_pzp;30;;
Zmiana oferty;opportunity;4.3.39;Przetarg uproszczony;neu_issimplified;31;;
Zmiana oferty;opportunity;4.3.39;Próg unijny;neu_euthreshold;32;;
Zmiana oferty;opportunity;4.3.39;Kontrola wartości;neu_valuecontrol;33;;
Zmiana oferty;opportunity;4.3.39;Typ kalkulacji;neu_caltulationtype;34;;
Zmiana oferty;opportunity;4.3.39;Badania kliniczne;neu_isclinicaltests;35;;
Zmiana oferty;opportunity;4.3.39;Program Lekowy;neu_isdrugprogram;36;;
Zmiana oferty;opportunity;4.3.39;Sposób zamawiania;neu_orderingmethod;37;;
Zmiana oferty;opportunity;4.3.39;Faktura zbiorcza;neu_iscollectiveinvoice;38;;
Zmiana oferty;opportunity;4.3.39;Łączenie zamówień;neu_iscombiningorders;39;;
Zmiana oferty;opportunity;4.3.39;Kary umowne;neu_contractualpenalties;40;;
Zmiana oferty;opportunity;4.3.39;Wymagane dokumenty dodatkowe;neu_additionaldocuments;41;;
Zmiana oferty;opportunity;4.3.39;Zgoda na zamienniki;neu_issubstitutesconsent;42;;
Zmiana oferty;opportunity;4.3.39;Zamiana cen;neu_ispriceexchange;43;;
Zmiana oferty;opportunity;4.3.39;Reguła zmiany wielkości opakowania;neu_packagingchangemethod;44;;
Zmiana oferty;opportunity;4.3.39;Sposób przeliczania wielkości opakowań;neu_packagingcalculatemethod;45;;
Zmiana oferty;opportunity;4.3.39;Wartość X;neu_packagingchangemethodvalue_x;46;;
Zmiana oferty;opportunity;4.3.39;Zgoda na zmianę postaci;neu_isformchangeconsent;47;;
Zmiana oferty;opportunity;4.3.39;Nazwa handlowa;neu_istradename;48;;
Zmiana oferty;opportunity;4.3.39;Wycena za sztukę;neu_ispricingperitem;49;;
Zmiana oferty;opportunity;4.3.39;Sposób przeliczania ceny jednostkowej;neu_priceperunitcalcmethod;50;;
Zmiana oferty;opportunity;4.3.39;Gotówkowy;neu_cash;51;;
Zmiana oferty;opportunity;4.3.39;Przyczyny przegrania Przetargu;;52;;
Zmiana oferty;opportunity;4.3.39;Matryca Zmian Postaci dla Przetargu;;53;;
Zmiana oferty;opportunity;4.3.39;Wpisy;;54;;
Zmiana oferty;opportunity;4.3.39;Działania;;55;;
